Order_ID,Product_ID,Quantity
STO03436,STP003,3
STO10170,STP020,4
STO05748,STP004,4
STO05911,STP015,1
STO03240,STP006,2
STO00226,STP018,1
STO07110,STP001,3
STO01099,STP015,3
STO00194,STP006,3
STO01995,STP008,1
STO00772,STP015,4
STO08088,STP012,4
STO05318,STP011,3
STO00081,STP019,3
STO09422,STP004,3
STO05493,STP002,3
STO10136,STP015,2
STO04065,STP013,4
STO10192,STP010,4
STO02097,STP015,2
STO08220,STP014,3
STO01711,STP018,1
STO04720,STP005,1
STO05054,STP008,3
STO10849,STP011,1
STO11174,STP009,4
STO02396,STP004,4
STO06326,STP009,2
STO04848,STP020,2
STO09405,STP010,1
STO06976,STP013,4
STO04202,STP002,4
STO09109,STP018,4
STO09235,STP017,3
STO08732,STP011,4
STO04436,STP020,1
STO01410,STP002,4
STO10578,STP014,4
STO10504,STP005,4
STO04747,STP003,4
STO10237,STP008,4
STO08815,STP020,3
STO03550,STP015,4
STO00859,STP003,2
STO04567,STP019,2
STO01795,STP014,3
STO05839,STP020,2
STO04239,STP008,4
STO08956,STP001,3
STO07216,STP001,3
STO00644,STP016,2
STO06374,STP012,1
STO08339,STP015,3
STO06454,STP019,2
STO07080,STP019,2
STO00823,STP008,2
STO07695,STP007,3
STO08132,STP004,2
STO05968,STP013,4
STO03025,STP003,2
STO04083,STP001,1
STO09054,STP011,4
STO10810,STP017,3
STO09618,STP004,3
STO03836,STP005,3
STO02976,STP011,4
STO06237,STP001,1
STO09509,STP018,1
STO05467,STP016,2
STO06673,STP020,1
STO11433,STP007,1
STO03313,STP009,1
STO04029,STP013,3
STO10720,STP007,2
STO09639,STP017,3
STO07106,STP018,3
STO10102,STP020,4
STO11799,STP015,1
STO08165,STP002,4
STO00721,STP001,4
STO04463,STP013,1
STO04555,STP008,2
STO07294,STP002,1
STO04552,STP019,1
STO11954,STP016,3
STO04649,STP007,4
STO09173,STP015,1
STO10819,STP013,2
STO08254,STP015,4
STO03055,STP003,3
STO07832,STP016,3
STO00102,STP011,3
STO06139,STP017,4
STO07031,STP004,2
STO04760,STP018,4
STO05040,STP003,3
STO02791,STP016,3
STO03832,STP003,3
STO01784,STP020,4
STO02837,STP014,2
STO11614,STP009,2
STO01347,STP006,2
STO03358,STP008,2
STO02010,STP011,1
STO00235,STP015,1
STO03468,STP005,1
STO04743,STP009,3
STO05753,STP014,4
STO07914,STP003,3
STO10925,STP009,1
STO07613,STP013,4
STO00116,STP010,3
STO06844,STP018,2
STO09450,STP003,1
STO06585,STP010,3
STO07212,STP013,4
STO10935,STP015,4
STO06103,STP016,4
STO06306,STP013,3
STO07876,STP013,1
STO09211,STP012,2
STO00138,STP017,3
STO10499,STP005,4
STO05093,STP011,3
STO03032,STP003,4
STO05960,STP002,3
STO09392,STP020,4
STO08671,STP005,4
STO02353,STP015,3
STO04901,STP009,2
STO02730,STP001,4
STO01262,STP018,3
STO11344,STP002,4
STO09951,STP006,4
STO11132,STP008,4
STO11233,STP009,1
STO01011,STP013,4
STO02289,STP010,4
STO07075,STP007,1
STO04027,STP006,1
STO04210,STP008,1
STO03179,STP003,2
STO09285,STP008,2
STO00325,STP003,1
STO01836,STP017,3
STO10955,STP001,4
STO05795,STP009,3
STO05622,STP017,4
STO05240,STP012,2
STO11412,STP010,3
STO02515,STP019,4
STO01710,STP011,1
STO04530,STP007,4
STO09972,STP015,3
STO05677,STP015,2
STO05200,STP003,4
STO09370,STP018,2
STO10653,STP017,4
STO11676,STP003,2
STO05377,STP012,4
STO06951,STP020,4
STO04055,STP007,3
STO11643,STP018,4
STO10884,STP009,1
STO07602,STP018,2
STO05358,STP013,1
STO11346,STP004,1
STO07081,STP005,3
STO06957,STP020,3
STO10385,STP016,4
STO11530,STP006,2
STO06445,STP018,3
STO02251,STP014,3
STO01916,STP016,4
STO03134,STP014,4
STO09251,STP020,1
STO01483,STP001,2
STO10732,STP016,1
STO09941,STP002,3
STO11802,STP005,1
STO03079,STP018,4
STO02603,STP004,2
STO02035,STP012,1
STO09374,STP002,3
STO05765,STP013,2
STO04993,STP009,4
STO11283,STP006,2
STO00585,STP004,4
STO05515,STP014,4
STO03557,STP008,2
STO11111,STP012,1
STO08552,STP005,3
STO03091,STP005,4
STO02101,STP011,2
STO11037,STP018,1
STO04531,STP001,2
STO00880,STP016,3
STO05135,STP020,3
STO01074,STP009,2
STO01005,STP005,3
STO08671,STP010,2
STO05678,STP002,4
STO04588,STP012,1
STO09835,STP007,2
STO03017,STP017,1
STO09573,STP019,4
STO00401,STP005,3
STO04421,STP001,3
STO03314,STP003,1
STO10154,STP001,4
STO07934,STP004,2
STO03861,STP011,2
STO02118,STP016,4
STO10316,STP008,4
STO07147,STP012,3
STO04215,STP015,4
STO01063,STP015,2
STO07272,STP012,4
STO03691,STP011,3
STO05079,STP018,1
STO04721,STP015,1
STO02945,STP013,4
STO07013,STP004,3
STO11196,STP008,2
STO09456,STP005,3
STO02937,STP015,1
STO02275,STP003,3
STO00965,STP004,2
STO04173,STP008,2
STO09329,STP002,4
STO02583,STP016,3
STO08262,STP006,3
STO07315,STP016,2
STO03527,STP019,1
STO02157,STP020,1
STO03622,STP015,1
STO11283,STP020,1
STO02426,STP015,3
STO09822,STP008,3
STO05162,STP015,1
STO04716,STP006,1
STO01468,STP014,2
STO02905,STP002,4
STO10707,STP011,1
STO00752,STP001,3
STO04120,STP007,4
STO04116,STP007,4
STO04376,STP010,3
STO03445,STP006,4
STO09638,STP003,3
STO02415,STP006,1
STO10348,STP002,4
STO10310,STP005,2
STO07233,STP013,2
STO05229,STP006,4
STO08334,STP002,4
STO08936,STP011,4
STO01744,STP002,2
STO03087,STP018,3
STO03573,STP002,1
STO00715,STP019,1
STO00983,STP014,2
STO10390,STP005,3
STO08430,STP014,4
STO07307,STP011,3
STO06595,STP012,4
STO01976,STP016,2
STO09057,STP010,4
STO10719,STP001,2
STO04740,STP009,4
STO10449,STP007,2
STO03012,STP010,4
STO05796,STP014,3
STO01066,STP011,3
STO06731,STP007,3
STO01984,STP015,3
STO08112,STP007,3
STO01114,STP017,3
STO01774,STP016,4
STO09321,STP013,3
STO11529,STP019,3
STO09502,STP014,3
STO06748,STP001,1
STO10496,STP008,2
STO07336,STP011,2
STO02988,STP019,4
STO04458,STP017,3
STO10444,STP005,1
STO00143,STP019,2
STO03015,STP005,3
STO01517,STP009,3
STO05786,STP016,3
STO11803,STP007,4
STO10505,STP005,2
STO07941,STP013,4
STO00739,STP009,1
STO04666,STP005,4
STO05029,STP007,1
STO03030,STP020,4
STO00758,STP018,1
STO03616,STP016,2
STO02932,STP019,2
STO01997,STP001,2
STO05927,STP005,3
STO10997,STP007,2
STO02723,STP020,3
STO00540,STP003,3
STO09303,STP013,2
STO09126,STP009,1
STO07551,STP014,3
STO03247,STP020,1
STO08942,STP015,2
STO10801,STP010,4
STO06601,STP015,1
STO00825,STP015,2
STO05091,STP010,4
STO07061,STP013,4
STO09955,STP010,2
STO07069,STP001,3
STO03447,STP017,4
STO08284,STP006,3
STO11941,STP001,3
STO05496,STP019,2
STO05476,STP014,2
STO09354,STP016,2
STO06177,STP013,2
STO03453,STP005,3
STO07339,STP006,4
STO04015,STP010,4
STO08853,STP020,2
STO07760,STP002,3
STO07660,STP006,2
STO11010,STP008,3
STO10454,STP009,4
STO06819,STP013,1
STO00754,STP012,1
STO04887,STP020,4
STO01425,STP018,1
STO06201,STP017,4
STO02766,STP017,4
STO08519,STP017,4
STO10094,STP006,3
STO04106,STP020,3
STO00312,STP008,3
STO01367,STP017,4
STO10185,STP011,4
STO01421,STP008,3
STO04475,STP002,2
STO11394,STP008,1
STO08921,STP008,1
STO01988,STP013,2
STO04389,STP016,4
STO09595,STP003,2
STO10575,STP007,4
STO08091,STP020,2
STO10349,STP020,1
STO01492,STP006,2
STO00456,STP003,4
STO03524,STP004,3
STO02956,STP001,1
STO10276,STP005,2
STO09502,STP004,3
STO02489,STP007,1
STO03193,STP008,4
STO10440,STP007,1
STO04770,STP001,2
STO01304,STP006,4
STO00746,STP006,2
STO02003,STP018,4
STO07929,STP006,1
STO01842,STP006,3
STO09903,STP001,2
STO01601,STP015,4
STO10414,STP011,4
STO09426,STP001,1
STO11455,STP001,1
STO10751,STP019,1
STO07585,STP013,3
STO03483,STP006,3
STO05062,STP017,2
STO04214,STP007,4
STO01864,STP012,1
STO05122,STP010,4
STO04989,STP014,1
STO01861,STP015,1
STO11724,STP018,4
STO00177,STP005,4
STO02305,STP018,2
STO00544,STP009,1
STO00764,STP020,2
STO10761,STP017,1
STO08935,STP007,3
STO10275,STP019,1
STO02929,STP007,2
STO01856,STP013,1
STO00410,STP012,2
STO02916,STP009,1
STO08952,STP008,2
STO11195,STP012,2
STO11656,STP015,4
STO02625,STP012,2
STO10741,STP002,2
STO01447,STP008,1
STO01618,STP014,4
STO09241,STP012,3
STO02714,STP017,2
STO02744,STP013,4
STO11136,STP001,1
STO01368,STP013,4
STO08283,STP004,1
STO07095,STP015,4
STO02224,STP020,1
STO02942,STP011,1
STO05458,STP007,4
STO04204,STP006,4
STO07249,STP008,1
STO02796,STP006,1
STO10073,STP019,3
STO01371,STP016,3
STO03420,STP001,3
STO11039,STP001,3
STO03234,STP003,3
STO01217,STP002,3
STO00451,STP015,3
STO05239,STP001,3
STO08222,STP011,2
STO08975,STP010,4
STO08019,STP015,1
STO03813,STP016,3
STO07147,STP015,4
STO00812,STP001,2
STO00389,STP015,4
STO04467,STP010,1
STO05567,STP017,2
STO05275,STP011,1
STO01380,STP016,2
STO07240,STP006,4
STO10507,STP020,4
STO03972,STP005,2
STO09253,STP001,1
STO11299,STP018,2
STO02138,STP001,3
STO01769,STP003,2
STO01036,STP007,3
STO00454,STP014,2
STO06281,STP018,1
STO01196,STP020,1
STO05962,STP001,2
STO04962,STP002,4
STO05158,STP003,1
STO11050,STP016,3
STO07777,STP003,1
STO07552,STP002,4
STO04449,STP018,3
STO07208,STP019,4
STO08360,STP018,4
STO03199,STP003,2
STO04172,STP002,4
STO10818,STP020,1
STO05045,STP010,1
STO04038,STP018,1
STO09463,STP002,1
STO01636,STP009,3
STO11448,STP014,4
STO11391,STP013,4
STO07193,STP014,1
STO09576,STP011,2
STO04391,STP019,4
STO00475,STP004,4
STO00640,STP019,2
STO01550,STP015,4
STO05021,STP011,1
STO07917,STP015,1
STO02113,STP005,2
STO09096,STP001,3
STO11534,STP012,2
STO05003,STP015,2
STO07216,STP015,2
STO05286,STP007,2
STO00972,STP020,3
STO10423,STP019,2
STO08719,STP009,4
STO03863,STP012,4
STO02862,STP015,2
STO10149,STP020,2
STO03522,STP011,4
STO11215,STP001,2
STO11470,STP009,1
STO10034,STP008,4
STO10912,STP014,2
STO11697,STP020,3
STO06294,STP010,3
STO04368,STP005,4
STO04071,STP019,2
STO05229,STP013,3
STO02145,STP008,1
STO09062,STP018,4
STO10839,STP015,4
STO02721,STP005,4
STO04079,STP011,2
STO03845,STP010,1
STO06397,STP006,1
STO01710,STP014,4
STO03186,STP008,3
STO00969,STP004,3
STO11324,STP005,1
STO06135,STP013,2
STO04185,STP011,2
STO06810,STP007,4
STO02808,STP017,4
STO02982,STP007,2
STO05971,STP015,1
STO04642,STP009,3
STO05961,STP012,1
STO10690,STP010,2
STO04439,STP010,2
STO01378,STP003,1
STO07655,STP011,3
STO09435,STP009,3
STO09301,STP011,4
STO10512,STP010,2
STO01328,STP018,3
STO02944,STP010,4
STO03894,STP017,1
STO06015,STP003,2
STO10225,STP004,1
STO06683,STP009,4
STO10514,STP020,2
STO04124,STP013,3
STO02917,STP019,4
STO02844,STP009,4
STO11935,STP007,3
STO03513,STP020,4
STO06139,STP019,1
STO05901,STP008,1
STO01002,STP015,3
STO01954,STP009,3
STO10665,STP003,2
STO04555,STP016,2
STO11262,STP008,1
STO05565,STP015,2
STO04262,STP011,2
STO01249,STP001,1
STO02299,STP009,4
STO04913,STP008,4
STO08767,STP013,2
STO05056,STP007,1
STO10416,STP003,3
STO10354,STP014,1
STO06976,STP014,4
STO01872,STP001,4
STO09748,STP014,2
STO07306,STP010,1
STO02410,STP003,4
STO09794,STP002,4
STO05541,STP001,4
STO01271,STP009,4
STO01369,STP012,1
STO01678,STP004,2
STO05218,STP001,2
STO11914,STP007,1
STO06805,STP002,1
STO04167,STP002,2
STO07875,STP006,4
STO08380,STP008,2
STO01849,STP006,1
STO09080,STP013,1
STO04330,STP020,3
STO02311,STP012,1
STO07571,STP020,4
STO06238,STP020,4
STO08279,STP009,2
STO00532,STP002,1
STO04685,STP003,3
STO04419,STP005,3
STO06427,STP001,4
STO03651,STP016,2
STO04042,STP018,4
STO01110,STP012,3
STO02780,STP017,3
STO09814,STP020,3
STO07487,STP011,4
STO11429,STP014,2
STO08025,STP020,2
STO09717,STP008,1
STO05571,STP011,4
STO07830,STP019,4
STO10815,STP020,2
STO06389,STP015,4
STO00260,STP016,3
STO11795,STP004,1
STO06046,STP019,2
STO09917,STP009,1
STO05185,STP001,3
STO03767,STP019,1
STO03873,STP011,4
STO00417,STP005,3
STO09037,STP014,4
STO06972,STP001,4
STO03465,STP012,3
STO11084,STP015,4
STO00281,STP016,3
STO01342,STP006,1
STO00933,STP003,3
STO02123,STP013,2
STO10868,STP005,4
STO05093,STP010,1
STO08625,STP001,2
STO04546,STP012,3
STO00998,STP017,3
STO09938,STP008,3
STO06641,STP012,2
STO05512,STP006,3
STO10501,STP008,4
STO07425,STP019,3
STO00624,STP015,4
STO11171,STP012,3
STO07517,STP008,4
STO04129,STP018,3
STO11919,STP005,3
STO01246,STP006,2
STO05423,STP018,3
STO06870,STP015,1
STO01349,STP016,3
STO02784,STP006,4
STO09650,STP006,3
STO09218,STP014,3
STO02656,STP007,4
STO08133,STP009,1
STO02330,STP002,2
STO10892,STP017,3
STO04411,STP002,4
STO00016,STP002,3
STO01470,STP011,1
STO02112,STP010,2
STO06797,STP019,3
STO07697,STP011,2
STO11383,STP018,3
STO01134,STP007,4
STO06146,STP008,3
STO02639,STP020,3
STO06836,STP003,3
STO02144,STP014,2
STO00357,STP009,1
STO08375,STP012,2
STO00368,STP013,2
STO03351,STP009,4
STO01249,STP003,4
STO08612,STP016,2
STO07354,STP005,2
STO10662,STP013,3
STO09884,STP007,2
STO11331,STP017,1
STO04700,STP004,1
STO07881,STP003,4
STO00791,STP008,2
STO11099,STP008,1
STO08268,STP012,3
STO04610,STP003,3
STO04093,STP014,4
STO00889,STP006,1
STO10330,STP020,2
STO01429,STP008,4
STO09066,STP018,1
STO11980,STP006,1
STO00515,STP019,2
STO06808,STP016,4
STO08171,STP015,4
STO07454,STP008,4
STO05605,STP015,4
STO05098,STP012,3
STO04896,STP011,1
STO03409,STP009,1
STO10050,STP011,3
STO03311,STP012,1
STO01768,STP002,2
STO06256,STP020,2
STO09408,STP011,3
STO03366,STP008,1
STO08805,STP020,2
STO03149,STP008,2
STO10696,STP003,2
STO05984,STP003,3
STO10729,STP017,3
STO05511,STP001,4
STO00375,STP005,4
STO04103,STP001,4
STO02272,STP014,1
STO06317,STP015,3
STO11753,STP004,3
STO10359,STP004,3
STO05009,STP017,4
STO07160,STP006,1
STO06883,STP010,2
STO04178,STP005,4
STO11424,STP019,4
STO04084,STP002,2
STO09555,STP010,1
STO07157,STP019,3
STO07832,STP006,3
STO02749,STP002,2
STO03751,STP012,2
STO07438,STP015,1
STO02635,STP012,2
STO08799,STP009,1
STO09696,STP019,3
STO09886,STP012,1
STO06293,STP011,1
STO11582,STP019,3
STO05138,STP013,3
STO04892,STP014,3
STO05267,STP005,2
STO09572,STP001,1
STO04225,STP003,3
STO02784,STP010,2
STO08624,STP013,4
STO08821,STP012,3
STO04189,STP016,1
STO01133,STP017,4
STO07997,STP020,3
STO00739,STP004,3
STO06157,STP015,1
STO10094,STP008,4
STO08030,STP005,3
STO00729,STP005,1
STO00939,STP010,1
STO07561,STP016,1
STO10408,STP016,2
STO04422,STP014,1
STO11026,STP008,1
STO06777,STP004,2
STO10873,STP010,1
STO07985,STP019,2
STO11227,STP003,4
STO04395,STP012,4
STO05303,STP006,4
STO05658,STP010,2
STO11757,STP017,2
STO02057,STP018,4
STO08027,STP017,3
STO01480,STP012,1
STO06929,STP013,1
STO05694,STP012,4
STO01800,STP011,3
STO06814,STP014,1
STO06904,STP014,3
STO00707,STP019,2
STO06891,STP008,4
STO04111,STP014,1
STO05598,STP019,3
STO05138,STP004,4
STO01910,STP003,2
STO03393,STP019,3
STO06805,STP007,2
STO02158,STP009,3
STO01223,STP017,2
STO06115,STP013,4
STO01104,STP019,2
STO01336,STP005,4
STO09299,STP015,3
STO09143,STP013,4
STO09068,STP010,4
STO09357,STP017,4
STO03248,STP003,4
STO03678,STP002,3
STO02655,STP016,1
STO04258,STP007,4
STO09351,STP006,2
STO05695,STP019,1
STO06914,STP009,2
STO03852,STP001,1
STO02198,STP016,3
STO06642,STP019,1
STO01813,STP016,4
STO03340,STP004,1
STO09350,STP017,4
STO03994,STP015,1
STO08588,STP012,3
STO03707,STP013,1
STO06883,STP005,2
STO03157,STP001,4
STO03090,STP012,4
STO07708,STP007,3
STO08034,STP015,3
STO06416,STP020,3
STO02724,STP020,3
STO01064,STP001,3
STO00138,STP002,2
STO02611,STP016,2
STO00303,STP007,2
STO05056,STP017,2
STO11624,STP015,3
STO11384,STP013,2
STO05323,STP005,2
STO05596,STP014,1
STO01900,STP018,2
STO00211,STP008,1
STO11252,STP014,3
STO08284,STP014,2
STO10836,STP003,3
STO03275,STP003,1
STO01539,STP006,1
STO07646,STP016,1
STO03426,STP013,4
STO06307,STP013,2
STO06428,STP020,3
STO07867,STP006,1
STO10651,STP008,2
STO06786,STP011,3
STO05510,STP001,2
STO03295,STP016,1
STO11750,STP006,3
STO00506,STP008,4
STO05919,STP007,3
STO10371,STP007,1
STO10816,STP007,2
STO11641,STP009,3
STO02067,STP015,3
STO06793,STP015,1
STO09537,STP011,1
STO11987,STP008,1
STO06049,STP013,4
STO09101,STP002,4
STO01099,STP005,4
STO05403,STP005,3
STO10201,STP010,1
STO08201,STP012,2
STO11850,STP020,2
STO08318,STP017,2
STO00066,STP003,3
STO01980,STP009,4
STO07238,STP016,4
STO04395,STP019,1
STO04032,STP013,1
STO06689,STP012,4
STO06782,STP012,2
STO08326,STP006,2
STO11521,STP013,1
STO09298,STP011,3
STO11607,STP019,1
STO02147,STP019,3
STO09207,STP009,3
STO03109,STP009,3
STO07505,STP016,4
STO06474,STP003,2
STO08886,STP018,4
STO05624,STP011,1
STO00557,STP019,1
STO11427,STP012,3
STO11801,STP013,4
STO08448,STP007,2
STO03413,STP019,3
STO09686,STP007,4
STO00251,STP004,3
STO01425,STP005,4
STO00503,STP014,4
STO01738,STP018,3
STO11000,STP008,4
STO00563,STP017,4
STO08764,STP002,4
STO02226,STP001,2
STO00477,STP008,2
STO09021,STP018,1
STO01093,STP006,1
STO09468,STP020,4
STO06489,STP016,4
STO03602,STP015,2
STO00286,STP007,4
STO03663,STP010,3
STO08246,STP008,4
STO05925,STP014,4
STO00016,STP015,1
STO09492,STP001,3
STO06646,STP011,4
STO04703,STP007,4
STO08014,STP016,1
STO05205,STP009,4
STO07383,STP007,2
STO01244,STP013,3
STO11892,STP020,1
STO09673,STP011,3
STO06975,STP018,4
STO03950,STP002,3
STO08479,STP017,4
STO08746,STP004,1
STO02636,STP011,2
STO01549,STP005,2
STO06921,STP014,2
STO05182,STP009,4
STO08330,STP002,1
STO09234,STP011,1
STO05012,STP001,1
STO04815,STP013,1
STO05169,STP020,4
STO00213,STP002,1
STO01153,STP019,1
STO00573,STP015,2
STO08505,STP017,3
STO04222,STP013,4
STO11618,STP008,3
STO11936,STP016,3
STO03998,STP013,2
STO09401,STP002,3
STO01715,STP007,1
STO09411,STP017,3
STO09425,STP013,4
STO01109,STP017,2
STO02351,STP004,2
STO00218,STP012,3
STO02062,STP018,3
STO10728,STP006,3
STO10327,STP003,1
STO01419,STP019,1
STO03217,STP012,3
STO00236,STP019,3
STO02721,STP019,3
STO01034,STP006,3
STO09253,STP015,1
STO11939,STP008,2
STO04046,STP018,4
STO11131,STP014,4
STO06377,STP014,1
STO10368,STP013,2
STO11927,STP017,3
STO01164,STP007,3
STO00274,STP007,4
STO09014,STP007,4
