Order_ID,Customer_ID,Store_ID,Order_Date
STO00066,STC1728,STS001,2025-01-08
STO00067,STC1381,STS007,2025-12-15
STO00068,STC2741,STS003,2025-04-23
STO00069,STC0396,STS022,2025-03-27
STO00070,STC2966,STS006,2025-01-23
STO00071,STC1703,STS017,2025-02-25
STO00072,STC1340,STS011,2025-10-15
STO00073,STC2568,STS007,2025-11-16
STO00074,STC0849,STS018,2025-07-22
STO00075,STC1753,STS004,2025-04-29
STO00076,STC0876,STS004,2025-07-02
STO00077,STC1325,STS006,2025-01-08
STO00078,STC1648,STS021,2025-06-11
STO00079,STC0050,STS013,2025-04-19
STO00080,STC1880,STS008,2025-02-03
STO00081,STC2696,STS009,2025-11-29
STO00082,STC2556,STS012,2025-01-23
STO00083,STC0276,STS007,2025-07-30
STO00084,STC1236,STS025,2025-11-03
STO00085,STC2047,STS004,2025-12-31
STO00086,STC2197,STS019,2025-03-29
STO00087,STC1032,STS004,2025-11-04
STO00088,STC1329,STS021,2025-12-23
STO00089,STC1592,STS022,2025-12-22
STO00090,STC0545,STS011,2025-03-31
STO00091,STC2603,STS025,2025-12-19
STO00092,STC1303,STS022,2025-09-04
STO00093,STC0277,STS011,2025-01-10
STO00094,STC2493,STS019,2025-08-18
STO00095,STC1567,STS017,2025-11-24
STO00096,STC0953,STS017,2025-10-28
STO00097,STC2887,STS001,2025-04-30
STO00098,STC0087,STS020,2025-03-05
STO00099,STC1266,STS008,2025-08-08
STO00100,STC0998,STS020,2025-02-10
STO00101,STC0246,STS005,2025-07-11
STO00102,STC2043,STS010,2025-04-14
STO00103,STC0622,STS013,2025-04-15
STO00104,STC2630,STS002,2025-05-02
STO00105,STC2971,STS020,2025-08-16
STO00106,STC1347,STS005,2025-05-23
STO00107,STC1301,STS021,2025-01-21
STO00108,STC2134,STS014,2025-11-28
STO00109,STC1182,STS025,2025-01-13
STO00110,STC0939,STS024,2025-06-19
STO00111,STC1404,STS008,2025-04-16
STO00112,STC2210,STS002,2025-12-07
STO00113,STC1018,STS022,2025-12-23
STO00114,STC2948,STS008,2025-11-08
STO00115,STC1563,STS017,2025-06-14
STO00116,STC0752,STS015,2025-11-19
STO00117,STC0025,STS003,2025-09-09
STO00118,STC0287,STS007,2025-01-27
STO00119,STC2599,STS005,2025-04-15
STO00120,STC0515,STS003,2025-03-30
STO00121,STC2428,STS018,2025-04-15
STO00122,STC0968,STS017,2025-02-10
STO00123,STC1746,STS024,2025-08-28
STO00124,STC1276,STS006,2025-04-12
STO00125,STC1004,STS014,2025-04-01
STO00126,STC2482,STS008,2025-06-05
STO00127,STC1169,STS019,2025-08-18
STO00128,STC2604,STS007,2025-05-20
STO00129,STC1971,STS003,2025-07-04
STO00130,STC1632,STS013,2025-03-27
STO00131,STC1929,STS015,2025-08-05
STO00132,STC2070,STS020,2025-08-10
STO00133,STC0639,STS016,2025-01-11
STO00134,STC1563,STS014,2025-02-12
STO00135,STC1230,STS020,2025-10-03
STO00136,STC0626,STS018,2025-03-31
STO00137,STC1054,STS013,2025-08-26
STO00138,STC1253,STS015,2025-05-26
STO00139,STC1537,STS018,2025-11-07
STO00140,STC1970,STS003,2025-06-20
STO00141,STC0560,STS023,2025-08-29
STO00142,STC0802,STS005,2025-04-08
STO00143,STC0018,STS001,2025-09-14
STO00144,STC2992,STS024,2025-07-11
STO00145,STC2013,STS013,2025-08-01
STO00146,STC1617,STS024,2025-07-11
STO00147,STC1574,STS016,2025-06-07
STO00148,STC2626,STS019,2025-02-06
STO00149,STC1675,STS002,2025-03-05
STO00150,STC1577,STS019,2025-03-25
STO00151,STC0796,STS025,2025-08-12
STO00152,STC1046,STS025,2025-06-28
STO00153,STC2088,STS023,2025-09-08
STO00154,STC2601,STS023,2025-07-08
STO00155,STC2853,STS002,2025-11-30
STO00156,STC1579,STS014,2025-05-07
STO00157,STC0993,STS016,2025-01-18
STO00158,STC1481,STS021,2025-12-28
STO00159,STC2771,STS001,2025-12-24
STO00160,STC2727,STS021,2025-03-17
STO00161,STC1071,STS020,2025-08-22
STO00162,STC2790,STS005,2025-05-11
STO00163,STC1014,STS020,2025-10-24
STO00164,STC2715,STS006,2025-01-07
STO00165,STC0479,STS025,2025-02-17
STO00166,STC2640,STS023,2025-07-16
STO00167,STC1629,STS023,2025-10-28
STO00168,STC0330,STS017,2025-04-07
STO00169,STC1733,STS006,2025-08-07
STO00170,STC1036,STS023,2025-06-04
STO00171,STC2051,STS018,2025-12-04
STO00172,STC1568,STS019,2025-06-07
STO00173,STC1686,STS025,2025-02-15
STO00174,STC0448,STS021,2025-10-21
STO00175,STC1411,STS005,2025-05-18
STO00176,STC0859,STS024,2025-07-23
STO00177,STC2864,STS010,2025-01-04
STO00178,STC0690,STS016,2025-01-01
STO00179,STC0397,STS003,2025-12-23
STO00180,STC1712,STS017,2025-08-02
STO00181,STC2681,STS010,2025-08-09
STO00182,STC0699,STS006,2025-07-11
STO00183,STC0764,STS023,2025-03-10
STO00184,STC0812,STS016,2025-04-04
STO00185,STC2059,STS004,2025-08-19
STO00186,STC2323,STS007,2025-04-06
STO00187,STC0824,STS002,2025-04-04
STO00188,STC0786,STS009,2025-07-29
STO00189,STC1806,STS021,2025-11-16
STO00190,STC0448,STS021,2025-03-27
STO00191,STC0327,STS010,2025-02-13
STO00192,STC1548,STS004,2025-05-22
STO00193,STC0264,STS011,2025-01-16
STO00194,STC2399,STS008,2025-09-02
STO00195,STC1988,STS022,2025-02-21
STO00196,STC0039,STS002,2025-05-17
STO00197,STC0030,STS022,2025-10-26
STO00198,STC0172,STS004,2025-04-19
STO00199,STC2140,STS001,2025-07-12
STO00200,STC2470,STS017,2025-05-17
STO00201,STC1991,STS016,2025-06-22
STO00202,STC2476,STS014,2025-06-22
STO00203,STC1519,STS022,2025-06-25
STO00204,STC1292,STS008,2025-07-04
STO00205,STC2725,STS013,2025-07-13
STO00206,STC2502,STS002,2025-07-02
STO00207,STC1353,STS004,2025-01-02
STO00208,STC1872,STS023,2025-07-25
STO00209,STC2971,STS005,2025-01-14
STO00210,STC2466,STS004,2025-09-29
STO00211,STC1145,STS023,2025-05-08
STO00212,STC1510,STS015,2025-11-13
STO00213,STC2811,STS022,2025-09-01
STO00214,STC2110,STS014,2025-12-05
STO00215,STC0770,STS001,2025-11-23
STO00216,STC1320,STS001,2025-11-21
STO00217,STC1476,STS002,2025-06-16
STO00218,STC2777,STS015,2025-04-30
STO00219,STC2486,STS016,2025-07-24
STO00220,STC2510,STS003,2025-06-28
STO00221,STC1753,STS016,2025-12-04
STO00222,STC2866,STS004,2025-07-17
STO00223,STC1204,STS020,2025-04-10
STO00224,STC2917,STS005,2025-09-24
STO00225,STC2343,STS023,2025-09-16
STO00226,STC0131,STS005,2025-09-12
STO00227,STC0357,STS010,2025-12-11
STO00228,STC2248,STS015,2025-03-28
STO00229,STC1828,STS004,2025-09-04
STO00230,STC2715,STS018,2025-05-04
STO00231,STC0997,STS007,2025-03-29
STO00232,STC2703,STS023,2025-02-15
STO00233,STC0433,STS014,2025-01-15
STO00234,STC0657,STS011,2025-07-16
STO00235,STC1149,STS008,2025-05-12
STO00236,STC2728,STS016,2025-12-10
STO00237,STC0505,STS022,2025-03-11
STO00238,STC2190,STS021,2025-09-09
STO00239,STC0371,STS023,2025-06-20
STO00240,STC0917,STS019,2025-11-04
STO00241,STC0265,STS021,2025-06-25
STO00242,STC1545,STS023,2025-07-15
STO00243,STC2679,STS021,2025-10-15
STO00244,STC1790,STS008,2025-04-25
STO00245,STC1062,STS004,2025-05-29
STO00246,STC0360,STS004,2025-02-15
STO00247,STC1394,STS024,2025-10-31
STO00248,STC0771,STS024,2025-03-01
STO00249,STC2347,STS012,2025-03-07
STO00250,STC1284,STS013,2025-10-23
STO00251,STC0007,STS010,2025-02-01
STO00252,STC2417,STS018,2025-04-08
STO00253,STC1590,STS014,2025-06-13
STO00254,STC1496,STS022,2025-03-06
STO00255,STC2129,STS022,2025-11-05
STO00256,STC2420,STS008,2025-02-24
STO00257,STC1620,STS001,2025-10-03
STO00258,STC1887,STS011,2025-03-16
STO00259,STC1216,STS008,2025-09-13
STO00260,STC2786,STS015,2025-03-17
STO00261,STC2464,STS010,2025-03-16
STO00262,STC2726,STS023,2025-01-18
STO00263,STC2454,STS011,2025-06-08
STO00264,STC2058,STS023,2025-03-05
STO00265,STC1121,STS023,2025-10-21
STO00266,STC1960,STS021,2025-04-21
STO00267,STC2028,STS010,2025-12-27
STO00268,STC1543,STS002,2025-06-20
STO00269,STC0626,STS023,2025-04-18
STO00270,STC0922,STS023,2025-01-27
STO00271,STC0734,STS016,2025-07-20
STO00272,STC1226,STS022,2025-03-23
STO00273,STC0089,STS018,2025-07-20
STO00274,STC1383,STS014,2025-12-14
STO00275,STC1940,STS012,2025-07-20
STO00276,STC1602,STS003,2025-09-28
STO00277,STC2977,STS010,2025-05-25
STO00278,STC2853,STS007,2025-12-25
STO00279,STC2245,STS013,2025-02-19
STO00280,STC0537,STS011,2025-10-25
STO00281,STC0222,STS023,2025-06-05
STO00282,STC1875,STS021,2025-03-25
STO00283,STC2365,STS005,2025-08-15
STO00284,STC2851,STS016,2025-05-30
STO00285,STC0594,STS007,2025-04-22
STO00286,STC0802,STS024,2025-11-30
STO00287,STC0038,STS012,2025-10-22
STO00288,STC0418,STS022,2025-03-17
STO00289,STC1543,STS014,2025-12-14
STO00290,STC0690,STS002,2025-02-19
STO00291,STC1457,STS016,2025-04-02
STO00292,STC0215,STS004,2025-09-21
STO00293,STC2663,STS011,2025-10-31
STO00294,STC1777,STS005,2025-11-18
STO00295,STC2960,STS013,2025-05-06
STO00296,STC0140,STS004,2025-05-04
STO00297,STC1625,STS016,2025-06-04
STO00298,STC2818,STS020,2025-03-30
STO00299,STC2674,STS024,2025-07-12
STO00300,STC2834,STS022,2025-12-04
STO00301,STC0368,STS025,2025-08-26
STO00302,STC2664,STS013,2025-05-21
STO00303,STC2591,STS021,2025-08-16
STO00304,STC1505,STS001,2025-03-03
STO00305,STC0478,STS003,2025-03-04
STO00306,STC2004,STS021,2025-12-09
STO00307,STC2088,STS008,2025-01-12
STO00308,STC2404,STS019,2025-10-21
STO00309,STC1965,STS009,2025-12-22
STO00310,STC0388,STS019,2025-04-03
STO00311,STC1573,STS016,2025-11-27
STO00312,STC2879,STS014,2025-06-02
STO00313,STC2341,STS005,2025-02-20
STO00314,STC1333,STS003,2025-10-03
STO00315,STC0758,STS013,2025-12-25
STO00316,STC0081,STS013,2025-10-12
STO00317,STC2198,STS017,2025-09-08
STO00318,STC0262,STS017,2025-10-27
STO00319,STC2208,STS023,2025-11-30
STO00320,STC0509,STS025,2025-04-17
STO00321,STC2698,STS004,2025-04-03
STO00322,STC2454,STS023,2025-04-03
STO00323,STC0022,STS018,2025-08-17
STO00324,STC1288,STS004,2025-01-21
STO00325,STC0528,STS019,2025-04-16
STO00326,STC2674,STS006,2025-02-14
STO00327,STC2304,STS009,2025-01-18
STO00328,STC0347,STS004,2025-09-17
STO00329,STC1223,STS012,2025-10-06
STO00330,STC0703,STS014,2025-12-03
STO00331,STC0001,STS008,2025-06-03
STO00332,STC0190,STS017,2025-05-31
STO00333,STC2700,STS018,2025-08-16
STO00334,STC0573,STS019,2025-09-09
STO00335,STC2848,STS011,2025-09-25
STO00336,STC1443,STS020,2025-10-03
STO00337,STC2092,STS007,2025-12-19
STO00338,STC0406,STS022,2025-01-23
STO00339,STC0972,STS002,2025-04-07
STO00340,STC0581,STS010,2025-04-21
STO00341,STC0550,STS020,2025-10-10
STO00342,STC0885,STS019,2025-07-03
STO00343,STC1137,STS005,2025-11-15
STO00344,STC1729,STS003,2025-10-09
STO00345,STC1045,STS009,2025-07-15
STO00346,STC2662,STS006,2025-07-24
STO00347,STC1869,STS003,2025-05-11
STO00348,STC2772,STS014,2025-12-22
STO00349,STC0587,STS018,2025-04-15
STO00350,STC0290,STS021,2025-05-18
STO00351,STC2594,STS023,2025-11-27
STO00352,STC0790,STS023,2025-07-10
STO00353,STC2309,STS022,2025-11-28
STO00354,STC2095,STS020,2025-03-25
STO00355,STC1720,STS005,2025-06-11
STO00356,STC1777,STS013,2025-01-14
STO00357,STC2473,STS008,2025-02-09
STO00358,STC1107,STS004,2025-09-30
STO00359,STC0451,STS022,2025-10-08
STO00360,STC1667,STS003,2025-06-18
STO00361,STC2623,STS003,2025-07-05
STO00362,STC1367,STS025,2025-05-20
STO00363,STC0600,STS008,2025-05-21
STO00364,STC0041,STS004,2025-07-13
STO00365,STC0911,STS013,2025-02-23
STO00366,STC0506,STS006,2025-09-27
STO00367,STC2984,STS010,2025-10-29
STO00368,STC2006,STS004,2025-09-28
STO00369,STC1430,STS023,2025-10-20
STO00370,STC1156,STS018,2025-05-19
STO00371,STC2489,STS004,2025-01-25
STO00372,STC0700,STS011,2025-07-19
STO00373,STC0741,STS012,2025-12-14
STO00374,STC2178,STS018,2025-11-01
STO00375,STC1650,STS016,2025-10-31
STO00376,STC0523,STS009,2025-01-05
STO00377,STC2813,STS017,2025-03-21
STO00378,STC2694,STS005,2025-03-15
STO00379,STC1552,STS019,2025-05-17
STO00380,STC0217,STS024,2025-11-24
STO00381,STC1517,STS023,2025-05-08
STO00382,STC2778,STS020,2025-08-03
STO00383,STC2895,STS015,2025-04-04
STO00384,STC1798,STS012,2025-08-28
STO00385,STC2058,STS010,2025-05-22
STO00386,STC1753,STS017,2025-04-28
STO00387,STC1251,STS021,2025-02-14
STO00388,STC1252,STS014,2025-06-10
STO00389,STC0370,STS021,2025-02-10
STO00390,STC0315,STS024,2025-05-03
STO00391,STC0384,STS006,2025-10-22
STO00392,STC0236,STS003,2025-05-27
STO00393,STC2270,STS016,2025-01-06
STO00394,STC1737,STS022,2025-09-18
STO00395,STC2994,STS005,2025-09-03
STO00396,STC2040,STS017,2025-12-17
STO00397,STC2773,STS018,2025-12-24
STO00398,STC0511,STS013,2025-01-08
STO00399,STC2525,STS007,2025-01-04
STO00400,STC2926,STS014,2025-12-26
STO00401,STC2189,STS024,2025-06-26
STO00402,STC1001,STS024,2025-12-05
STO00403,STC2164,STS022,2025-11-08
STO00404,STC0174,STS020,2025-08-18
STO00405,STC0691,STS022,2025-09-26
STO00406,STC0922,STS006,2025-02-08
STO00407,STC1504,STS005,2025-09-21
STO00408,STC1448,STS002,2025-08-05
STO00409,STC2030,STS013,2025-03-29
STO00410,STC1529,STS004,2025-06-23
STO00411,STC2782,STS008,2025-10-04
STO00412,STC0483,STS010,2025-06-03
STO00413,STC1979,STS010,2025-05-16
STO00414,STC0873,STS001,2025-11-20
STO00415,STC2330,STS013,2025-04-22
STO00416,STC1249,STS021,2025-09-21
STO00417,STC0146,STS015,2025-11-13
STO00418,STC2000,STS002,2025-07-02
STO00419,STC0025,STS020,2025-08-24
STO00420,STC1346,STS010,2025-07-01
STO00421,STC0439,STS001,2025-06-29
STO00422,STC2960,STS006,2025-07-25
STO00423,STC1453,STS001,2025-02-21
STO00424,STC1765,STS016,2025-04-12
STO00425,STC0348,STS017,2025-09-21
STO00426,STC0630,STS014,2025-03-05
STO00427,STC1997,STS001,2025-03-21
STO00428,STC2690,STS009,2025-04-26
STO00429,STC1928,STS013,2025-07-11
STO00430,STC1226,STS012,2025-08-08
STO00431,STC0747,STS018,2025-05-18
STO00432,STC0446,STS015,2025-12-03
STO00433,STC1800,STS006,2025-03-13
STO00434,STC1449,STS024,2025-08-11
STO00435,STC0024,STS012,2025-12-30
STO00436,STC0813,STS004,2025-04-08
STO00437,STC1167,STS002,2025-03-10
STO00438,STC1617,STS014,2025-06-19
STO00439,STC0130,STS006,2025-12-08
STO00440,STC0816,STS016,2025-12-07
STO00441,STC1089,STS004,2025-08-04
STO00442,STC2004,STS018,2025-09-11
STO00443,STC2793,STS023,2025-03-07
STO00444,STC1331,STS025,2025-07-24
STO00445,STC2056,STS024,2025-07-19
STO00446,STC0539,STS004,2025-02-25
STO00447,STC0087,STS005,2025-03-21
STO00448,STC1410,STS017,2025-01-07
STO00449,STC2804,STS008,2025-01-27
STO00450,STC2779,STS011,2025-08-08
STO00451,STC2446,STS024,2025-01-05
STO00452,STC1780,STS016,2025-05-29
STO00453,STC1156,STS016,2025-02-12
STO00454,STC1757,STS008,2025-11-13
STO00455,STC0625,STS024,2025-09-19
STO00456,STC0766,STS008,2025-05-24
STO00457,STC0472,STS009,2025-12-25
STO00458,STC1014,STS022,2025-08-08
STO00459,STC0813,STS016,2025-12-28
STO00460,STC0423,STS023,2025-09-15
STO00461,STC2504,STS006,2025-04-07
STO00462,STC2422,STS021,2025-11-21
STO00463,STC0610,STS008,2025-03-03
STO00464,STC0542,STS013,2025-01-20
STO00465,STC1122,STS007,2025-03-16
STO00466,STC1747,STS001,2025-11-12
STO00467,STC0818,STS003,2025-01-27
STO00468,STC1558,STS014,2025-09-26
STO00469,STC1256,STS023,2025-11-21
STO00470,STC0948,STS008,2025-06-22
STO00471,STC1746,STS016,2025-02-01
STO00472,STC2089,STS014,2025-11-26
STO00473,STC0212,STS010,2025-02-26
STO00474,STC1103,STS012,2025-05-24
STO00475,STC1438,STS023,2025-08-03
STO00476,STC1012,STS011,2025-01-25
STO00477,STC0745,STS002,2025-01-01
STO00478,STC0214,STS022,2025-06-14
STO00479,STC0869,STS010,2025-08-30
STO00480,STC1148,STS020,2025-02-21
STO00481,STC1765,STS006,2025-05-10
STO00482,STC2013,STS012,2025-06-21
STO00483,STC1247,STS004,2025-02-19
STO00484,STC2741,STS001,2025-12-16
STO00485,STC2261,STS025,2025-03-08
STO00486,STC1357,STS012,2025-07-05
STO00487,STC2413,STS017,2025-11-06
STO00488,STC1523,STS008,2025-11-29
STO00489,STC1131,STS007,2025-10-27
STO00490,STC1574,STS003,2025-02-24
STO00491,STC0535,STS021,2025-11-05
STO00492,STC0493,STS002,2025-10-28
STO00493,STC2681,STS007,2025-04-09
STO00494,STC2887,STS015,2025-02-20
STO00495,STC0307,STS018,2025-11-13
STO00496,STC1405,STS010,2025-08-31
STO00497,STC0828,STS018,2025-03-20
STO00498,STC0180,STS005,2025-04-09
STO00499,STC1713,STS018,2025-12-31
STO00500,STC1035,STS025,2025-10-14
STO00501,STC1423,STS012,2025-08-18
STO00502,STC2580,STS023,2025-03-02
STO00503,STC1787,STS003,2025-09-05
STO00504,STC1717,STS017,2025-09-15
STO00505,STC0090,STS006,2025-11-03
STO00506,STC1123,STS023,2025-03-08
STO00507,STC1187,STS002,2025-10-17
STO00508,STC0250,STS023,2025-04-08
STO00509,STC1629,STS016,2025-12-17
STO00510,STC2181,STS017,2025-02-08
STO00511,STC0678,STS015,2025-09-18
STO00512,STC1574,STS018,2025-07-19
STO00513,STC1642,STS020,2025-05-20
STO00514,STC0848,STS006,2025-01-02
STO00515,STC0656,STS019,2025-04-22
STO00516,STC2426,STS023,2025-01-05
STO00517,STC2101,STS015,2025-09-15
STO00518,STC2899,STS024,2025-09-26
STO00519,STC1061,STS010,2025-04-23
STO00520,STC1214,STS023,2025-05-18
STO00521,STC2262,STS004,2025-03-29
STO00522,STC0918,STS002,2025-10-01
STO00523,STC0976,STS010,2025-01-21
STO00524,STC2620,STS005,2025-05-23
STO00525,STC0545,STS009,2025-01-27
STO00526,STC2632,STS008,2025-04-18
STO00527,STC2190,STS004,2025-01-01
STO00528,STC2657,STS012,2025-11-20
STO00529,STC2479,STS012,2025-06-16
STO00530,STC0341,STS023,2025-10-09
STO00531,STC1082,STS024,2025-03-10
STO00532,STC1673,STS020,2025-05-31
STO00533,STC1330,STS002,2025-11-17
STO00534,STC0043,STS012,2025-04-23
STO00535,STC2993,STS009,2025-04-01
STO00536,STC1049,STS001,2025-10-03
STO00537,STC2693,STS025,2025-10-26
STO00538,STC0436,STS024,2025-12-19
STO00539,STC1565,STS021,2025-05-12
STO00540,STC2566,STS021,2025-11-06
STO00541,STC2257,STS007,2025-08-15
STO00542,STC0904,STS011,2025-05-18
STO00543,STC0836,STS019,2025-11-19
STO00544,STC1620,STS005,2025-08-17
STO00545,STC0950,STS024,2025-08-11
STO00546,STC1510,STS005,2025-09-03
STO00547,STC0384,STS016,2025-04-03
STO00548,STC1882,STS006,2025-04-01
STO00549,STC0774,STS019,2025-09-09
STO00550,STC2988,STS006,2025-11-28
STO00551,STC1156,STS001,2025-06-08
STO00552,STC0668,STS006,2025-07-21
STO00553,STC2816,STS020,2025-04-07
STO00554,STC0285,STS005,2025-02-06
STO00555,STC1747,STS008,2025-08-21
STO00556,STC2643,STS013,2025-02-21
STO00557,STC2967,STS017,2025-03-12
STO00558,STC2977,STS025,2025-01-07
STO00559,STC2472,STS004,2025-07-13
STO00560,STC1573,STS001,2025-02-26
STO00561,STC0056,STS025,2025-11-26
STO00562,STC0180,STS005,2025-05-08
STO00563,STC0343,STS009,2025-03-15
STO00564,STC2570,STS020,2025-01-07
STO00565,STC0039,STS004,2025-10-05
STO00566,STC1387,STS023,2025-02-13
STO00567,STC0829,STS005,2025-09-03
STO00568,STC2306,STS015,2025-03-25
STO00569,STC1260,STS011,2025-09-03
STO00570,STC0633,STS008,2025-01-29
STO00571,STC2227,STS023,2025-05-17
STO00572,STC2571,STS018,2025-03-05
STO00573,STC0087,STS002,2025-02-22
STO00574,STC2231,STS010,2025-02-22
STO00575,STC2096,STS014,2025-03-14
STO00576,STC0005,STS008,2025-01-13
STO00577,STC0929,STS014,2025-07-17
STO00578,STC0604,STS012,2025-12-02
STO00579,STC1175,STS008,2025-12-17
STO00580,STC1576,STS022,2025-02-27
STO00581,STC2015,STS006,2025-02-26
STO00582,STC0920,STS004,2025-05-25
STO00583,STC1464,STS003,2025-11-12
STO00584,STC1367,STS004,2025-07-04
STO00585,STC0348,STS002,2025-11-06
STO00586,STC0619,STS006,2025-08-08
STO00587,STC2173,STS011,2025-11-04
STO00588,STC0743,STS022,2025-08-06
STO00589,STC0616,STS022,2025-12-18
STO00590,STC1236,STS020,2025-05-27
STO00591,STC1427,STS004,2025-05-19
STO00592,STC2045,STS022,2025-07-08
STO00593,STC1088,STS023,2025-02-09
STO00594,STC0009,STS005,2025-12-02
STO00595,STC0601,STS011,2025-03-17
STO00596,STC1600,STS015,2025-09-02
STO00597,STC0276,STS004,2025-10-23
STO00598,STC1751,STS024,2025-05-23
STO00599,STC0593,STS003,2025-06-15
STO00600,STC0523,STS006,2025-07-17
STO00601,STC1445,STS011,2025-09-11
STO00602,STC1737,STS016,2025-12-22
STO00603,STC1696,STS020,2025-11-22
STO00604,STC1366,STS005,2025-12-01
STO00605,STC1008,STS013,2025-08-03
STO00606,STC2251,STS016,2025-10-03
STO00607,STC2187,STS016,2025-09-30
STO00608,STC2197,STS008,2025-07-16
STO00609,STC0343,STS019,2025-08-04
STO00610,STC2159,STS019,2025-12-22
STO00611,STC0899,STS023,2025-02-14
STO00612,STC0964,STS012,2025-01-02
STO00613,STC0833,STS001,2025-07-05
STO00614,STC2288,STS016,2025-03-10
STO00615,STC0452,STS002,2025-06-28
STO00616,STC1479,STS025,2025-03-13
STO00617,STC1208,STS015,2025-03-15
STO00618,STC2259,STS014,2025-05-05
STO00619,STC0864,STS008,2025-01-29
STO00620,STC0565,STS004,2025-12-23
STO00621,STC2884,STS005,2025-07-13
STO00622,STC0108,STS023,2025-08-06
STO00623,STC1523,STS002,2025-12-26
STO00624,STC0435,STS022,2025-10-25
STO00625,STC0303,STS016,2025-11-01
STO00626,STC0648,STS001,2025-03-17
STO00627,STC1497,STS005,2025-02-10
STO00628,STC1004,STS003,2025-01-07
STO00629,STC2332,STS014,2025-03-18
STO00630,STC0748,STS016,2025-03-13
STO00631,STC2161,STS023,2025-06-03
STO00632,STC1926,STS014,2025-06-22
STO00633,STC1819,STS021,2025-12-22
STO00634,STC0055,STS010,2025-02-26
STO00635,STC0639,STS002,2025-11-25
STO00636,STC0132,STS020,2025-03-30
STO00637,STC2062,STS006,2025-01-06
STO00638,STC1624,STS014,2025-12-15
STO00639,STC1861,STS018,2025-12-31
STO00640,STC1057,STS019,2025-09-14
STO00641,STC1254,STS023,2025-04-27
STO00642,STC1736,STS006,2025-05-20
STO00643,STC0377,STS017,2025-07-13
STO00644,STC0513,STS024,2025-04-19
STO00645,STC1641,STS020,2025-01-29
STO00646,STC0897,STS013,2025-04-05
STO00647,STC2291,STS020,2025-02-09
STO00648,STC2837,STS015,2025-09-02
STO00649,STC1283,STS021,2025-11-25
STO00650,STC1660,STS013,2025-03-26
STO00651,STC0224,STS012,2025-11-28
STO00652,STC1738,STS007,2025-05-19
STO00653,STC0445,STS004,2025-02-09
STO00654,STC1486,STS020,2025-06-21
STO00655,STC0115,STS008,2025-05-25
STO00656,STC0667,STS018,2025-02-24
STO00657,STC0268,STS007,2025-11-02
STO00658,STC0045,STS025,2025-06-08
STO00659,STC0769,STS018,2025-04-14
STO00660,STC2615,STS002,2025-05-04
STO00661,STC1103,STS003,2025-10-19
STO00662,STC2314,STS002,2025-10-16
STO00663,STC1982,STS002,2025-01-25
STO00664,STC1289,STS003,2025-06-08
