Order_ID,Customer_ID,Store_ID,Order_Date
CCO00291,CCC1449,CCS008,2025-12-04
CCO00292,CCC0380,CCS004,2025-07-02
CCO00293,CCC2168,CCS015,2025-01-22
CCO00294,CCC1866,CCS020,2025-02-10
CCO00295,CCC2714,CCS022,2025-05-15
CCO00296,CCC2262,CCS023,2025-02-24
CCO00297,CCC2844,CCS022,2025-04-07
CCO00298,CCC2469,CCS017,2025-03-25
CCO00299,CCC2379,CCS017,2025-02-08
CCO00300,CCC2576,CCS001,2025-09-21
CCO00301,CCC1616,CCS002,2025-06-05
CCO00302,CCC1101,CCS021,2025-02-20
CCO00303,CCC1418,CCS019,2025-04-25
CCO00304,CCC2162,CCS011,2025-01-28
CCO00305,CCC2423,CCS018,2025-02-06
CCO00306,CCC2143,CCS003,2025-05-24
CCO00307,CCC2396,CCS013,2025-12-23
CCO00308,CCC2323,CCS014,2025-05-19
CCO00309,CCC2640,CCS012,2025-04-19
CCO00310,CCC0986,CCS024,2025-08-22
CCO00311,CCC0392,CCS024,2025-06-12
CCO00312,CCC2409,CCS016,2025-05-15
CCO00313,CCC0942,CCS008,2025-04-08
CCO00314,CCC1222,CCS007,2025-05-20
CCO00315,CCC0291,CCS004,2025-11-17
CCO00316,CCC2070,CCS006,2025-11-23
CCO00317,CCC1487,CCS021,2025-02-22
CCO00318,CCC1146,CCS018,2025-07-24
CCO00319,CCC2824,CCS009,2025-01-15
CCO00320,CCC0585,CCS006,2025-10-28
CCO00321,CCC1074,CCS021,2025-09-14
CCO00322,CCC0981,CCS002,2025-12-21
CCO00323,CCC0615,CCS021,2025-03-14
CCO00324,CCC0036,CCS024,2025-06-04
CCO00325,CCC2124,CCS015,2025-03-28
CCO00326,CCC2156,CCS015,2025-06-07
CCO00327,CCC2728,CCS008,2025-12-01
CCO00328,CCC2522,CCS010,2025-04-08
CCO00329,CCC2826,CCS012,2025-10-13
CCO00330,CCC1599,CCS005,2025-03-02
CCO00331,CCC0978,CCS021,2025-03-04
CCO00332,CCC2185,CCS021,2025-05-19
CCO00333,CCC0327,CCS023,2025-10-14
CCO00334,CCC0164,CCS024,2025-09-02
CCO00335,CCC0480,CCS021,2025-08-16
CCO00336,CCC2302,CCS002,2025-10-16
CCO00337,CCC2275,CCS018,2025-07-21
CCO00338,CCC1534,CCS019,2025-09-23
CCO00339,CCC1443,CCS010,2025-02-06
CCO00340,CCC2020,CCS025,2025-04-16
CCO00341,CCC0729,CCS007,2025-06-01
CCO00342,CCC2650,CCS006,2025-06-20
CCO00343,CCC0511,CCS007,2025-09-16
CCO00344,CCC1789,CCS004,2025-08-13
CCO00345,CCC1308,CCS021,2025-06-12
CCO00346,CCC1713,CCS011,2025-02-03
CCO00347,CCC1886,CCS007,2025-11-27
CCO00348,CCC2782,CCS020,2025-05-13
CCO00349,CCC0692,CCS013,2025-03-19
CCO00350,CCC0131,CCS021,2025-11-19
CCO00351,CCC2585,CCS014,2025-02-22
CCO00352,CCC2338,CCS010,2025-04-23
CCO00353,CCC1079,CCS017,2025-07-11
CCO00354,CCC0674,CCS001,2025-07-02
CCO00355,CCC2146,CCS025,2025-05-16
CCO00356,CCC1866,CCS024,2025-12-21
CCO00357,CCC2617,CCS001,2025-10-04
CCO00358,CCC1406,CCS010,2025-02-07
CCO00359,CCC2811,CCS005,2025-05-27
CCO00360,CCC2925,CCS009,2025-09-07
CCO00361,CCC2139,CCS018,2025-05-28
CCO00362,CCC0865,CCS002,2025-01-10
CCO00363,CCC2816,CCS025,2025-12-07
CCO00364,CCC1381,CCS023,2025-01-09
CCO00365,CCC1903,CCS021,2025-04-09
CCO00366,CCC1335,CCS007,2025-06-17
CCO00367,CCC0783,CCS006,2025-05-11
CCO00368,CCC1265,CCS009,2025-11-10
CCO00369,CCC0617,CCS019,2025-12-15
CCO00370,CCC1393,CCS022,2025-08-29
CCO00371,CCC2433,CCS015,2025-10-08
CCO00372,CCC1580,CCS021,2025-02-28
CCO00373,CCC0547,CCS018,2025-07-27
CCO00374,CCC0032,CCS002,2025-04-20
CCO00375,CCC1044,CCS005,2025-03-27
CCO00376,CCC2679,CCS006,2025-07-08
CCO00377,CCC1581,CCS005,2025-05-21
CCO00378,CCC1647,CCS023,2025-09-11
CCO00379,CCC1942,CCS011,2025-02-09
CCO00380,CCC1621,CCS013,2025-07-28
CCO00381,CCC0932,CCS001,2025-05-05
CCO00382,CCC0313,CCS016,2025-12-05
CCO00383,CCC0613,CCS004,2025-02-21
CCO00384,CCC1743,CCS006,2025-12-19
CCO00385,CCC1243,CCS024,2025-05-23
CCO00386,CCC0698,CCS003,2025-08-01
CCO00387,CCC2761,CCS019,2025-07-15
CCO00388,CCC0275,CCS022,2025-08-15
CCO00389,CCC1776,CCS002,2025-01-02
CCO00390,CCC0032,CCS021,2025-06-03
CCO00391,CCC0234,CCS023,2025-10-01
CCO00392,CCC2967,CCS007,2025-10-18
CCO00393,CCC0785,CCS014,2025-12-14
CCO00394,CCC1619,CCS022,2025-07-28
CCO00395,CCC1579,CCS013,2025-03-10
CCO00396,CCC1605,CCS002,2025-09-17
CCO00397,CCC2516,CCS011,2025-12-22
CCO00398,CCC1352,CCS018,2025-09-16
CCO00399,CCC2878,CCS007,2025-11-18
CCO00400,CCC1938,CCS004,2025-01-24
CCO00401,CCC0849,CCS011,2025-11-19
CCO00402,CCC1346,CCS018,2025-05-20
CCO00403,CCC1466,CCS007,2025-09-13
CCO00404,CCC2033,CCS021,2025-10-19
CCO00405,CCC1967,CCS008,2025-05-27
CCO00406,CCC0487,CCS015,2025-06-08
CCO00407,CCC0041,CCS009,2025-09-12
CCO00408,CCC0342,CCS012,2025-11-01
CCO00409,CCC0567,CCS019,2025-02-27
CCO00410,CCC0572,CCS023,2025-03-03
CCO00411,CCC1014,CCS023,2025-06-27
CCO00412,CCC2063,CCS018,2025-09-10
CCO00413,CCC0113,CCS009,2025-04-16
CCO00414,CCC0581,CCS002,2025-10-05
CCO00415,CCC0077,CCS023,2025-05-16
CCO00416,CCC1724,CCS017,2025-10-19
CCO00417,CCC2523,CCS002,2025-01-27
CCO00418,CCC2374,CCS017,2025-10-01
CCO00419,CCC2571,CCS014,2025-06-16
CCO00420,CCC1767,CCS016,2025-04-11
CCO00421,CCC0804,CCS024,2025-05-19
CCO00422,CCC2663,CCS012,2025-10-28
CCO00423,CCC2053,CCS022,2025-05-09
CCO00424,CCC0175,CCS024,2025-12-25
CCO00425,CCC1977,CCS004,2025-12-26
CCO00426,CCC1896,CCS011,2025-12-25
CCO00427,CCC0704,CCS010,2025-08-17
CCO00428,CCC2952,CCS014,2025-11-02
CCO00429,CCC0956,CCS018,2025-11-08
CCO00430,CCC1351,CCS001,2025-03-19
CCO00431,CCC0030,CCS001,2025-06-15
CCO00432,CCC0758,CCS019,2025-06-24
CCO00433,CCC1631,CCS009,2025-03-22
CCO00434,CCC1604,CCS021,2025-03-24
CCO00435,CCC1210,CCS022,2025-06-23
CCO00436,CCC2238,CCS014,2025-03-01
CCO00437,CCC0770,CCS009,2025-08-23
CCO00438,CCC1559,CCS003,2025-06-10
CCO00439,CCC1205,CCS001,2025-01-01
CCO00440,CCC0442,CCS006,2025-09-14
CCO00441,CCC2102,CCS001,2025-02-17
CCO00442,CCC1191,CCS008,2025-06-05
CCO00443,CCC0499,CCS018,2025-12-14
CCO00444,CCC0711,CCS010,2025-07-03
CCO00445,CCC0770,CCS018,2025-09-23
CCO00446,CCC0004,CCS013,2025-08-25
CCO00447,CCC1965,CCS005,2025-03-22
CCO00448,CCC1224,CCS007,2025-04-30
CCO00449,CCC2355,CCS001,2025-07-22
CCO00450,CCC2319,CCS011,2025-06-06
CCO00451,CCC2592,CCS006,2025-03-26
CCO00452,CCC0919,CCS004,2025-01-11
CCO00453,CCC0353,CCS006,2025-06-10
CCO00454,CCC0261,CCS005,2025-10-09
CCO00455,CCC0900,CCS008,2025-09-01
CCO00456,CCC0072,CCS023,2025-08-14
CCO00457,CCC2520,CCS002,2025-01-18
CCO00458,CCC0859,CCS002,2025-03-22
CCO00459,CCC0736,CCS009,2025-11-20
CCO00460,CCC0679,CCS015,2025-10-17
CCO00461,CCC2900,CCS007,2025-02-19
CCO00462,CCC1617,CCS013,2025-05-01
CCO00463,CCC2974,CCS023,2025-03-14
CCO00464,CCC1139,CCS003,2025-09-15
CCO00465,CCC0079,CCS017,2025-02-15
CCO00466,CCC1127,CCS016,2025-12-12
CCO00467,CCC2296,CCS024,2025-06-08
CCO00468,CCC0263,CCS012,2025-03-12
CCO00469,CCC0962,CCS012,2025-09-17
CCO00470,CCC2246,CCS005,2025-09-14
CCO00471,CCC0021,CCS023,2025-12-24
CCO00472,CCC0811,CCS003,2025-03-08
CCO00473,CCC1056,CCS007,2025-09-28
CCO00474,CCC1932,CCS002,2025-02-10
CCO00475,CCC1828,CCS013,2025-11-07
CCO00476,CCC0842,CCS004,2025-05-27
CCO00477,CCC0128,CCS005,2025-08-26
CCO00478,CCC2197,CCS009,2025-11-08
CCO00479,CCC2952,CCS003,2025-11-07
CCO00480,CCC0601,CCS019,2025-04-08
CCO00481,CCC0874,CCS016,2025-03-28
CCO00482,CCC2386,CCS015,2025-06-03
CCO00483,CCC1456,CCS022,2025-11-01
CCO00484,CCC0939,CCS012,2025-06-27
CCO00485,CCC0068,CCS023,2025-11-30
CCO00486,CCC1761,CCS005,2025-10-30
CCO00487,CCC1219,CCS005,2025-01-19
CCO00488,CCC1096,CCS021,2025-09-09
CCO00489,CCC1688,CCS007,2025-04-30
CCO00490,CCC0033,CCS003,2025-02-07
CCO00491,CCC0692,CCS001,2025-06-12
CCO00492,CCC0505,CCS009,2025-05-16
CCO00493,CCC2889,CCS022,2025-11-24
CCO00494,CCC2864,CCS019,2025-09-24
CCO00495,CCC1141,CCS005,2025-08-27
CCO00496,CCC2027,CCS018,2025-10-15
CCO00497,CCC1532,CCS015,2025-02-06
CCO00498,CCC0122,CCS004,2025-03-07
CCO00499,CCC1848,CCS025,2025-04-21
CCO00500,CCC2340,CCS016,2025-10-01
CCO00501,CCC1688,CCS009,2025-06-18
CCO00502,CCC0496,CCS013,2025-09-06
CCO00503,CCC2256,CCS017,2025-07-08
CCO00504,CCC0078,CCS012,2025-12-11
CCO00505,CCC0473,CCS017,2025-01-01
CCO00506,CCC2513,CCS015,2025-01-25
CCO00507,CCC0352,CCS008,2025-11-22
CCO00508,CCC0327,CCS012,2025-01-15
CCO00509,CCC2733,CCS018,2025-01-18
CCO00510,CCC1743,CCS006,2025-08-19
CCO00511,CCC0698,CCS019,2025-08-31
CCO00512,CCC1231,CCS003,2025-03-24
CCO00513,CCC1972,CCS025,2025-12-23
CCO00514,CCC2150,CCS005,2025-04-06
CCO00515,CCC0689,CCS007,2025-05-27
CCO00516,CCC0743,CCS008,2025-03-26
CCO00517,CCC0585,CCS023,2025-04-16
CCO00518,CCC0145,CCS019,2025-11-22
CCO00519,CCC1887,CCS021,2025-01-29
CCO00520,CCC2866,CCS003,2025-12-29
CCO00521,CCC0747,CCS013,2025-10-09
CCO00522,CCC0549,CCS025,2025-02-22
CCO00523,CCC0963,CCS007,2025-05-18
CCO00524,CCC0525,CCS007,2025-08-20
CCO00525,CCC1035,CCS023,2025-04-25
CCO00526,CCC1701,CCS024,2025-03-17
CCO00527,CCC0557,CCS007,2025-10-28
CCO00528,CCC2152,CCS006,2025-09-05
CCO00529,CCC0231,CCS001,2025-07-17
CCO00530,CCC1743,CCS005,2025-11-11
CCO00531,CCC1129,CCS007,2025-10-20
CCO00532,CCC1974,CCS021,2025-03-28
CCO00533,CCC1088,CCS005,2025-04-04
CCO00534,CCC1797,CCS019,2025-04-07
CCO00535,CCC1210,CCS024,2025-08-06
CCO00536,CCC0645,CCS022,2025-11-15
CCO00537,CCC0161,CCS016,2025-06-25
CCO00538,CCC0628,CCS006,2025-08-14
CCO00539,CCC1966,CCS011,2025-09-28
CCO00540,CCC2084,CCS017,2025-08-20
CCO00541,CCC0498,CCS010,2025-04-30
CCO00542,CCC2818,CCS013,2025-06-22
CCO00543,CCC1023,CCS022,2025-10-24
CCO00544,CCC0813,CCS009,2025-08-26
CCO00545,CCC2466,CCS016,2025-01-28
CCO00546,CCC0823,CCS005,2025-09-25
CCO00547,CCC2210,CCS010,2025-01-25
CCO00548,CCC1100,CCS025,2025-05-29
CCO00549,CCC1761,CCS012,2025-08-10
CCO00550,CCC1399,CCS019,2025-12-25
CCO00551,CCC1279,CCS018,2025-11-22
CCO00552,CCC0991,CCS013,2025-09-03
CCO00553,CCC2397,CCS005,2025-02-01
CCO00554,CCC2231,CCS020,2025-05-31
CCO00555,CCC1471,CCS013,2025-02-24
CCO00556,CCC2828,CCS005,2025-12-28
CCO00557,CCC0495,CCS001,2025-08-31
CCO00558,CCC1370,CCS016,2025-10-20
CCO00559,CCC0263,CCS021,2025-10-12
CCO00560,CCC2214,CCS005,2025-08-06
CCO00561,CCC1745,CCS022,2025-03-03
CCO00562,CCC1946,CCS002,2025-02-15
CCO00563,CCC2609,CCS008,2025-08-04
CCO00564,CCC0962,CCS012,2025-04-25
CCO00565,CCC0124,CCS001,2025-05-13
CCO00566,CCC2634,CCS014,2025-07-02
CCO00567,CCC2812,CCS006,2025-03-22
CCO00568,CCC2487,CCS015,2025-09-22
CCO00569,CCC0706,CCS018,2025-01-12
CCO00570,CCC1891,CCS011,2025-04-29
CCO00571,CCC1454,CCS025,2025-12-09
CCO00572,CCC2455,CCS009,2025-09-19
CCO00573,CCC0690,CCS016,2025-02-07
CCO00574,CCC2638,CCS013,2025-10-12
CCO00575,CCC0519,CCS003,2025-04-28
CCO00576,CCC0937,CCS018,2025-07-01
CCO00577,CCC0391,CCS013,2025-08-10
CCO00578,CCC0811,CCS004,2025-09-20
CCO00579,CCC1081,CCS019,2025-10-12
CCO00580,CCC0942,CCS010,2025-03-04
CCO00581,CCC0793,CCS010,2025-07-09
