Order_ID,Product_ID,Quantity
CCO09905,CCP018,1
CCO07801,CCP002,2
CCO07192,CCP009,1
CCO01891,CCP011,1
CCO10886,CCP014,2
CCO01495,CCP013,1
CCO01194,CCP015,3
CCO01216,CCP013,2
CCO03669,CCP001,4
CCO03564,CCP010,2
CCO02128,CCP012,2
CCO07126,CCP009,2
CCO11845,CCP001,4
CCO03227,CCP014,2
CCO08405,CCP011,4
CCO06898,CCP019,4
CCO11083,CCP017,3
CCO11944,CCP017,2
CCO06783,CCP008,1
CCO00712,CCP001,3
CCO09674,CCP003,4
CCO08353,CCP001,3
CCO10084,CCP014,4
CCO09258,CCP014,2
CCO11753,CCP003,1
CCO07224,CCP005,3
CCO01585,CCP011,4
CCO06973,CCP010,2
CCO05267,CCP012,3
CCO07348,CCP013,3
CCO00458,CCP003,1
CCO07151,CCP007,1
CCO08785,CCP005,2
CCO04172,CCP012,1
CCO11224,CCP008,3
CCO03860,CCP004,1
CCO05754,CCP001,1
CCO01699,CCP017,1
CCO08953,CCP001,3
CCO10213,CCP004,1
CCO07964,CCP001,2
CCO04058,CCP016,3
CCO04291,CCP010,2
CCO08724,CCP015,3
CCO02676,CCP014,1
CCO01792,CCP019,1
CCO00013,CCP008,1
CCO00796,CCP005,1
CCO09866,CCP016,4
CCO05160,CCP020,2
CCO11464,CCP008,1
CCO04088,CCP002,1
CCO08553,CCP005,3
CCO02941,CCP020,4
CCO04251,CCP010,4
CCO04357,CCP004,3
CCO07371,CCP016,2
CCO09897,CCP006,1
CCO04821,CCP020,2
CCO01955,CCP009,4
CCO00960,CCP010,2
CCO02380,CCP011,4
CCO08738,CCP018,1
CCO06140,CCP002,2
CCO01956,CCP006,1
CCO11601,CCP014,2
CCO00104,CCP003,4
CCO09495,CCP013,4
CCO05432,CCP008,3
CCO04117,CCP015,3
CCO06637,CCP004,3
CCO03426,CCP003,4
CCO03046,CCP008,4
CCO11699,CCP003,3
CCO06773,CCP011,2
CCO08704,CCP019,2
CCO11131,CCP001,2
CCO09959,CCP006,2
CCO06541,CCP017,1
CCO04395,CCP002,3
CCO11792,CCP017,1
CCO10110,CCP014,2
CCO08394,CCP017,2
CCO00341,CCP002,2
CCO08903,CCP011,4
CCO06048,CCP019,4
CCO05900,CCP005,4
CCO06659,CCP008,3
CCO09113,CCP014,4
CCO10928,CCP018,1
CCO03678,CCP005,4
CCO06290,CCP016,3
CCO04698,CCP010,4
CCO05875,CCP005,4
CCO01728,CCP003,2
CCO00159,CCP007,4
CCO09866,CCP003,3
CCO11791,CCP010,2
CCO09916,CCP004,1
CCO05443,CCP017,1
CCO08969,CCP016,3
CCO01847,CCP003,4
CCO01159,CCP007,3
CCO05872,CCP013,1
CCO03545,CCP003,4
CCO01565,CCP008,4
CCO06617,CCP001,2
CCO02916,CCP004,2
CCO11915,CCP009,1
CCO05639,CCP013,3
CCO10557,CCP014,3
CCO10853,CCP007,2
CCO04066,CCP017,3
CCO09673,CCP020,3
CCO10863,CCP011,2
CCO07584,CCP018,2
CCO01253,CCP001,2
CCO01042,CCP010,3
CCO01666,CCP018,4
CCO05932,CCP013,2
CCO05967,CCP005,1
CCO04772,CCP014,2
CCO03646,CCP007,1
CCO07044,CCP010,2
CCO02321,CCP001,4
CCO06093,CCP010,3
CCO03293,CCP016,3
CCO10377,CCP015,2
CCO11228,CCP017,4
CCO02092,CCP007,3
CCO05436,CCP012,4
CCO06049,CCP020,3
CCO01597,CCP017,4
CCO10857,CCP020,3
CCO07023,CCP004,2
CCO09598,CCP002,1
CCO00430,CCP015,4
CCO04669,CCP017,1
CCO02811,CCP018,1
CCO10406,CCP018,2
CCO06014,CCP012,1
CCO00254,CCP018,2
CCO02312,CCP005,4
CCO05728,CCP005,2
CCO02576,CCP010,1
CCO10468,CCP009,4
CCO03566,CCP003,3
CCO07895,CCP011,3
CCO03618,CCP013,4
CCO01148,CCP003,1
CCO08052,CCP014,1
CCO03031,CCP004,4
CCO00941,CCP013,1
CCO09989,CCP001,4
CCO04694,CCP006,3
CCO11707,CCP018,3
CCO01551,CCP017,3
CCO04349,CCP018,4
CCO08315,CCP003,4
CCO05079,CCP016,1
CCO00949,CCP013,1
CCO02067,CCP012,2
CCO04679,CCP003,4
CCO09111,CCP010,3
CCO00826,CCP010,2
CCO09912,CCP009,1
CCO04276,CCP006,1
CCO06990,CCP016,2
CCO02220,CCP009,3
CCO04837,CCP006,3
CCO00148,CCP020,3
CCO10167,CCP013,4
CCO01327,CCP014,1
CCO09206,CCP010,4
CCO07485,CCP003,2
CCO08254,CCP009,3
CCO11389,CCP013,1
CCO00237,CCP014,1
CCO05254,CCP005,4
CCO02088,CCP002,4
CCO09815,CCP017,3
CCO01782,CCP006,3
CCO07134,CCP018,3
CCO07213,CCP007,4
CCO00498,CCP012,1
CCO07960,CCP007,1
CCO03591,CCP006,2
CCO06801,CCP001,2
CCO01540,CCP004,1
CCO01155,CCP005,1
CCO09128,CCP016,3
CCO01510,CCP013,4
CCO08539,CCP018,4
CCO03246,CCP018,1
CCO02890,CCP003,2
CCO00674,CCP003,4
CCO09457,CCP008,4
CCO07322,CCP020,1
CCO02663,CCP002,2
CCO05492,CCP013,2
CCO11422,CCP016,1
CCO05789,CCP005,4
CCO09100,CCP015,4
CCO00727,CCP004,4
CCO10511,CCP019,2
CCO01919,CCP009,4
CCO11706,CCP005,1
CCO07490,CCP004,4
CCO04626,CCP011,4
CCO03987,CCP015,2
CCO10073,CCP013,3
CCO06281,CCP008,3
CCO11603,CCP010,4
CCO09928,CCP001,2
CCO03724,CCP020,2
CCO10657,CCP003,1
CCO00557,CCP010,2
CCO06995,CCP019,4
CCO05445,CCP011,3
CCO00272,CCP001,4
CCO07676,CCP001,1
CCO11788,CCP019,4
CCO09709,CCP013,4
CCO04396,CCP018,3
CCO03024,CCP012,4
CCO08004,CCP007,2
CCO10215,CCP003,1
CCO09921,CCP015,4
CCO10246,CCP019,3
CCO11393,CCP011,4
CCO11259,CCP013,2
CCO11495,CCP012,2
CCO09724,CCP005,1
CCO01471,CCP018,2
CCO06718,CCP006,4
CCO02590,CCP001,4
CCO03041,CCP003,4
CCO09713,CCP012,4
CCO04943,CCP005,3
CCO05505,CCP019,1
CCO02348,CCP009,2
CCO00054,CCP006,2
CCO03732,CCP007,3
CCO03888,CCP013,2
CCO08568,CCP011,2
CCO04420,CCP005,3
CCO10699,CCP010,3
CCO06038,CCP004,2
CCO07606,CCP009,4
CCO01587,CCP020,1
CCO06987,CCP003,2
CCO11402,CCP014,4
CCO04266,CCP003,1
CCO03462,CCP013,1
CCO00687,CCP008,1
CCO06008,CCP009,3
CCO01933,CCP010,3
CCO05107,CCP018,1
CCO08877,CCP018,3
CCO07238,CCP009,3
CCO01756,CCP015,4
CCO10044,CCP018,3
CCO08207,CCP012,4
CCO00863,CCP018,4
CCO00542,CCP016,3
CCO07903,CCP020,2
CCO08146,CCP002,2
CCO00118,CCP018,3
CCO04879,CCP019,1
CCO09360,CCP016,4
CCO00159,CCP018,3
CCO00871,CCP019,2
CCO11358,CCP013,2
CCO07164,CCP013,2
CCO03227,CCP010,4
CCO08284,CCP017,2
CCO11806,CCP019,2
CCO06022,CCP010,3
CCO02398,CCP007,3
CCO06409,CCP011,3
CCO08179,CCP012,4
CCO11407,CCP017,3
CCO08674,CCP017,3
CCO03903,CCP013,4
CCO03169,CCP017,2
CCO11117,CCP014,4
CCO07860,CCP013,2
CCO05320,CCP009,2
CCO09321,CCP005,3
CCO07546,CCP015,2
CCO04704,CCP003,1
CCO09799,CCP009,4
CCO06078,CCP009,2
CCO04962,CCP015,2
CCO10274,CCP002,3
CCO01802,CCP016,3
CCO09343,CCP016,4
CCO03633,CCP012,4
CCO06163,CCP018,1
CCO07723,CCP018,1
CCO03485,CCP019,4
CCO08579,CCP016,3
CCO05469,CCP013,2
CCO11786,CCP018,1
CCO04979,CCP004,4
CCO04509,CCP003,1
CCO10395,CCP004,3
CCO08763,CCP010,3
CCO04207,CCP019,2
CCO01771,CCP018,4
CCO08870,CCP008,1
CCO11921,CCP005,1
CCO10140,CCP004,3
CCO06900,CCP011,4
CCO06204,CCP015,3
CCO07483,CCP004,4
CCO09662,CCP013,1
CCO07512,CCP001,3
CCO00651,CCP003,1
CCO02469,CCP007,2
CCO05543,CCP019,4
CCO03451,CCP014,4
CCO08598,CCP016,3
CCO05594,CCP012,4
CCO07753,CCP004,1
CCO11236,CCP020,2
CCO07339,CCP008,2
CCO04262,CCP017,1
CCO04782,CCP006,3
CCO01932,CCP013,2
CCO10555,CCP010,2
CCO04570,CCP012,4
CCO10926,CCP015,3
CCO06564,CCP008,1
CCO09042,CCP004,2
CCO10508,CCP001,2
CCO05294,CCP011,3
CCO07341,CCP009,4
CCO05421,CCP002,2
CCO10907,CCP006,3
CCO08759,CCP004,2
CCO00318,CCP007,4
CCO04094,CCP011,3
CCO00324,CCP002,3
CCO04207,CCP007,3
CCO02645,CCP016,2
CCO09731,CCP019,4
CCO05929,CCP002,2
CCO02892,CCP009,3
CCO08036,CCP012,1
CCO07090,CCP008,1
CCO09579,CCP001,2
CCO08890,CCP016,3
CCO03229,CCP005,2
CCO03126,CCP011,3
CCO02189,CCP005,1
CCO00157,CCP017,1
CCO08774,CCP005,2
CCO08661,CCP015,1
CCO02927,CCP010,1
CCO09280,CCP014,2
CCO10586,CCP003,2
CCO00262,CCP013,2
CCO01282,CCP010,2
CCO00735,CCP012,3
CCO01885,CCP002,3
CCO10000,CCP005,3
CCO08720,CCP015,1
CCO00571,CCP014,2
CCO02166,CCP020,1
CCO04821,CCP013,3
CCO03285,CCP020,4
CCO09895,CCP018,1
CCO10008,CCP001,3
CCO10981,CCP012,4
CCO02351,CCP003,1
CCO03833,CCP010,4
CCO01864,CCP006,1
CCO11752,CCP012,3
CCO03053,CCP001,3
CCO04781,CCP010,1
CCO04396,CCP003,2
CCO01619,CCP012,4
CCO00729,CCP020,1
CCO11696,CCP007,1
CCO08644,CCP006,3
CCO11993,CCP011,1
CCO01365,CCP002,2
CCO04730,CCP020,3
CCO01909,CCP019,1
CCO11626,CCP005,1
CCO11037,CCP017,2
CCO01106,CCP013,1
CCO08314,CCP016,4
CCO08314,CCP001,2
CCO11800,CCP006,3
CCO05747,CCP006,4
CCO10075,CCP017,2
CCO11987,CCP003,3
CCO09941,CCP010,2
CCO03825,CCP015,4
CCO03311,CCP006,4
CCO04389,CCP003,2
CCO05954,CCP013,3
CCO03166,CCP002,3
CCO03582,CCP011,2
CCO07546,CCP008,1
CCO05964,CCP018,4
CCO11505,CCP003,1
CCO04671,CCP011,2
CCO03993,CCP013,3
CCO06413,CCP016,4
CCO08479,CCP003,3
CCO07859,CCP010,3
CCO07865,CCP007,2
CCO06792,CCP013,2
CCO05602,CCP015,2
CCO00152,CCP019,3
CCO04473,CCP019,3
CCO00071,CCP019,3
CCO10104,CCP005,2
CCO06322,CCP003,4
CCO10684,CCP004,1
CCO01027,CCP008,4
CCO06449,CCP020,2
CCO04055,CCP020,1
CCO03101,CCP009,1
CCO05295,CCP009,1
CCO00355,CCP018,2
CCO08475,CCP007,2
CCO06372,CCP008,2
CCO08904,CCP001,3
CCO08836,CCP011,3
CCO05747,CCP004,4
CCO01601,CCP016,4
CCO10242,CCP007,3
CCO05562,CCP003,4
CCO07048,CCP013,2
CCO10345,CCP005,3
CCO11485,CCP015,4
CCO02761,CCP013,3
CCO05675,CCP007,2
CCO09182,CCP010,3
CCO07865,CCP005,2
CCO09430,CCP013,1
CCO08747,CCP008,3
CCO04555,CCP019,1
CCO08904,CCP013,2
CCO11356,CCP007,4
CCO09001,CCP011,3
CCO06282,CCP004,3
CCO02777,CCP002,3
CCO03819,CCP008,3
CCO00922,CCP018,4
CCO08260,CCP007,2
CCO11090,CCP018,2
CCO09745,CCP018,2
CCO05317,CCP001,3
CCO10970,CCP011,3
CCO00137,CCP001,2
CCO11069,CCP007,2
CCO00504,CCP005,4
CCO03592,CCP020,3
CCO09670,CCP014,3
CCO05299,CCP015,1
CCO02129,CCP013,3
CCO03615,CCP002,1
CCO11468,CCP012,1
CCO04055,CCP008,3
CCO03665,CCP004,3
CCO03551,CCP020,3
CCO07077,CCP004,3
CCO09946,CCP017,4
CCO03317,CCP009,3
CCO02426,CCP014,2
CCO02986,CCP004,1
CCO06699,CCP007,1
CCO07896,CCP003,3
CCO10948,CCP012,3
CCO08402,CCP016,4
CCO02446,CCP013,3
CCO10362,CCP010,4
CCO07065,CCP017,4
CCO04716,CCP015,3
CCO06247,CCP016,2
CCO06711,CCP019,4
CCO08849,CCP019,1
CCO00991,CCP009,2
CCO04068,CCP016,3
CCO09304,CCP015,2
CCO07688,CCP018,1
CCO05058,CCP002,2
CCO11520,CCP018,1
CCO03235,CCP003,4
CCO07540,CCP018,3
CCO04665,CCP010,4
CCO04112,CCP013,1
CCO03703,CCP015,2
CCO08191,CCP012,4
CCO04989,CCP014,1
CCO04710,CCP002,3
CCO06501,CCP014,1
CCO04642,CCP011,3
CCO01815,CCP009,1
CCO05972,CCP010,4
CCO01969,CCP002,2
CCO11197,CCP014,4
CCO07721,CCP013,2
CCO06456,CCP018,3
CCO10654,CCP012,2
CCO02823,CCP020,2
CCO08647,CCP013,1
CCO03812,CCP016,1
CCO03959,CCP010,2
CCO06828,CCP007,3
CCO06407,CCP009,2
CCO01565,CCP013,2
CCO08119,CCP002,4
CCO05050,CCP020,3
CCO08805,CCP007,3
CCO10563,CCP018,1
CCO01657,CCP011,3
CCO02920,CCP010,1
CCO07033,CCP019,2
CCO10416,CCP003,1
CCO08036,CCP014,4
CCO05221,CCP009,3
CCO00450,CCP011,2
CCO02329,CCP018,1
CCO05771,CCP015,3
CCO04578,CCP009,2
CCO01155,CCP007,1
CCO01000,CCP011,1
CCO03595,CCP010,3
CCO08572,CCP007,3
CCO02301,CCP009,4
CCO02101,CCP010,2
CCO07282,CCP001,1
CCO01177,CCP015,1
CCO03380,CCP012,3
CCO08881,CCP014,4
CCO01411,CCP009,1
CCO10063,CCP013,3
CCO09287,CCP020,3
CCO10329,CCP002,3
CCO04148,CCP007,3
CCO09825,CCP010,1
CCO00977,CCP007,3
CCO05990,CCP018,4
CCO02074,CCP011,3
CCO02905,CCP019,2
CCO06892,CCP006,4
CCO11806,CCP003,4
CCO04303,CCP020,4
CCO08385,CCP011,4
CCO10580,CCP007,1
CCO06149,CCP015,4
CCO07005,CCP005,4
CCO00585,CCP006,2
CCO06517,CCP002,4
CCO07800,CCP005,2
CCO03563,CCP018,1
CCO05281,CCP011,1
CCO02451,CCP008,3
CCO04505,CCP005,4
CCO04054,CCP002,1
CCO09118,CCP006,2
CCO09848,CCP011,1
CCO11252,CCP007,1
CCO07703,CCP011,1
CCO10426,CCP010,1
CCO11380,CCP015,2
CCO10809,CCP003,1
CCO08741,CCP013,2
CCO02023,CCP009,4
CCO01760,CCP012,2
CCO11576,CCP014,4
CCO00531,CCP019,1
CCO11924,CCP002,1
CCO02997,CCP008,4
CCO03318,CCP018,3
CCO07624,CCP018,1
CCO02803,CCP017,1
CCO01530,CCP006,1
CCO02996,CCP010,4
CCO03678,CCP020,3
CCO08763,CCP016,2
CCO07174,CCP017,2
CCO03774,CCP016,1
CCO10989,CCP004,4
CCO01800,CCP018,1
CCO06719,CCP005,1
CCO01495,CCP004,3
CCO10325,CCP014,4
CCO04868,CCP007,1
CCO05406,CCP011,1
CCO11874,CCP003,3
CCO06866,CCP007,4
CCO05355,CCP004,1
CCO09400,CCP003,4
CCO06379,CCP016,1
CCO04655,CCP001,2
CCO07013,CCP010,1
CCO06173,CCP006,3
CCO07220,CCP001,2
CCO06591,CCP014,1
CCO00023,CCP007,1
CCO04230,CCP019,3
CCO09271,CCP013,4
CCO05668,CCP014,4
CCO00999,CCP002,3
CCO02170,CCP006,3
CCO11611,CCP018,2
CCO06266,CCP017,2
CCO01585,CCP010,2
CCO09584,CCP006,1
CCO08023,CCP018,2
CCO00201,CCP011,3
CCO08404,CCP016,4
CCO09153,CCP005,1
CCO03971,CCP007,2
CCO02425,CCP013,2
CCO01770,CCP020,4
CCO05408,CCP016,2
CCO03170,CCP005,2
CCO06020,CCP003,1
CCO05830,CCP014,2
CCO04246,CCP009,4
CCO04483,CCP018,4
CCO10089,CCP013,1
CCO10556,CCP009,1
CCO02449,CCP002,3
CCO07212,CCP017,2
CCO10196,CCP017,2
CCO11962,CCP010,3
CCO08662,CCP018,2
CCO07958,CCP012,1
CCO09009,CCP011,4
CCO06933,CCP016,4
CCO10318,CCP015,3
CCO04849,CCP004,4
CCO02478,CCP018,3
CCO08985,CCP016,1
CCO04259,CCP016,3
CCO07480,CCP004,2
CCO05075,CCP018,2
CCO04373,CCP010,3
CCO02653,CCP003,1
CCO09623,CCP012,2
CCO05352,CCP016,1
CCO03916,CCP003,1
CCO06717,CCP017,2
CCO02575,CCP001,4
CCO05651,CCP017,3
CCO04679,CCP009,2
CCO01034,CCP012,2
CCO10835,CCP010,3
CCO03645,CCP009,3
CCO02585,CCP010,4
CCO03338,CCP001,3
CCO05326,CCP013,1
CCO00415,CCP007,4
CCO09738,CCP015,4
CCO02851,CCP020,3
CCO06775,CCP013,1
CCO10244,CCP011,1
CCO05966,CCP005,3
CCO04828,CCP012,4
CCO02351,CCP017,2
CCO07823,CCP008,1
CCO06224,CCP009,3
CCO01616,CCP005,2
CCO05841,CCP010,3
CCO09476,CCP016,1
CCO06396,CCP008,3
CCO06609,CCP007,1
CCO08839,CCP005,1
CCO09624,CCP001,3
CCO08488,CCP006,1
CCO07853,CCP007,1
CCO04525,CCP007,4
CCO05357,CCP002,2
CCO05934,CCP001,3
CCO11448,CCP019,4
CCO10623,CCP020,2
CCO09217,CCP012,2
CCO08210,CCP014,4
CCO05607,CCP012,1
CCO07459,CCP007,4
CCO05629,CCP009,4
CCO06956,CCP001,2
CCO08724,CCP008,1
CCO04219,CCP011,4
CCO07119,CCP012,2
CCO04032,CCP003,1
CCO11775,CCP019,1
CCO02452,CCP019,2
CCO08823,CCP012,2
CCO10659,CCP005,1
CCO09177,CCP004,2
CCO01456,CCP008,1
CCO05809,CCP007,4
CCO05358,CCP004,1
CCO04601,CCP012,1
CCO02248,CCP003,1
CCO01992,CCP009,1
CCO07029,CCP015,1
CCO08195,CCP011,3
CCO05691,CCP001,4
CCO09989,CCP001,3
CCO09896,CCP016,2
CCO11366,CCP016,1
CCO02577,CCP008,1
CCO00775,CCP001,2
CCO11973,CCP020,4
CCO04021,CCP014,1
CCO00508,CCP009,2
CCO04577,CCP003,4
CCO07165,CCP016,3
CCO10993,CCP012,2
CCO07006,CCP008,2
CCO02391,CCP008,4
CCO01645,CCP018,3
CCO07042,CCP014,2
CCO06307,CCP016,1
CCO05937,CCP003,2
CCO03317,CCP009,4
CCO06384,CCP007,2
CCO03424,CCP018,3
CCO00341,CCP019,4
CCO04654,CCP005,1
CCO08831,CCP012,2
CCO01907,CCP013,4
CCO02991,CCP011,2
CCO03992,CCP008,1
CCO06477,CCP017,1
CCO08660,CCP008,3
CCO05136,CCP016,1
CCO03517,CCP003,1
CCO07821,CCP008,3
CCO02202,CCP001,2
CCO08233,CCP007,3
CCO01554,CCP016,2
CCO05409,CCP016,2
CCO00109,CCP005,4
CCO08919,CCP001,4
CCO08872,CCP008,2
CCO11003,CCP019,4
CCO11891,CCP017,4
CCO06037,CCP015,4
CCO02356,CCP008,3
CCO01692,CCP011,4
CCO07464,CCP010,4
CCO07103,CCP009,4
CCO00339,CCP003,4
CCO00330,CCP013,2
CCO00858,CCP020,2
CCO06374,CCP001,3
CCO07032,CCP003,1
CCO00386,CCP005,1
CCO10677,CCP015,3
CCO08529,CCP010,4
CCO09742,CCP012,3
CCO10492,CCP001,3
CCO01583,CCP006,2
CCO00005,CCP008,2
CCO05236,CCP006,3
CCO01054,CCP003,3
CCO10844,CCP011,3
CCO00108,CCP008,2
CCO09664,CCP017,3
CCO10753,CCP017,2
CCO04911,CCP010,3
CCO06442,CCP010,1
CCO00222,CCP003,3
CCO01938,CCP018,3
CCO11944,CCP018,4
CCO01041,CCP011,4
CCO00216,CCP019,1
CCO01975,CCP007,1
CCO10188,CCP019,2
CCO00872,CCP018,2
CCO07650,CCP015,2
CCO02382,CCP007,2
CCO11424,CCP004,2
CCO11754,CCP011,4
CCO03208,CCP006,3
CCO06871,CCP019,4
CCO10004,CCP011,4
CCO05916,CCP007,1
CCO04998,CCP017,1
CCO10872,CCP002,3
CCO02010,CCP010,4
CCO11374,CCP016,1
CCO01693,CCP001,1
CCO01991,CCP013,1
CCO09820,CCP008,3
CCO01713,CCP018,3
CCO02905,CCP016,4
CCO05941,CCP002,3
CCO03130,CCP020,1
CCO05028,CCP018,3
CCO07013,CCP016,2
CCO08043,CCP014,1
CCO00650,CCP006,2
CCO00605,CCP020,4
CCO05728,CCP007,2
CCO09467,CCP015,2
CCO05106,CCP005,3
CCO10639,CCP014,2
CCO08692,CCP010,2
CCO07437,CCP018,4
CCO10267,CCP010,4
CCO07347,CCP012,3
CCO06346,CCP014,1
CCO04927,CCP014,1
CCO07337,CCP001,3
CCO09055,CCP011,3
CCO03508,CCP012,1
